,x_coord,y_coord,image_source_x,water_percentage,date,year,image_source_y,inland_aquaculture,shrimp_rice_farming,single_rice_cropping,triple_rice_cropping,double_rice_cropping_dry,double_rice_cropping_rain,others,date_time
29210,6,0,Flood_2004_185.tif,0.01,185,2004,Landuse_2004.tif,0.0,0.0,0.01,0.41,0.42,0.02,0.14,2004-07-03
12721,3,7,Flood_2004_185.tif,0.19,185,2004,Landuse_2004.tif,0.08,0.04,0.06,0.09,0.0,0.22,0.5,2004-07-03
12376,3,4,Flood_2004_185.tif,0.03,185,2004,Landuse_2004.tif,0.0,0.0,0.0,0.24,0.61,0.0,0.15,2004-07-03
24568,5,2,Flood_2004_185.tif,0.11,185,2004,Landuse_2004.tif,0.01,0.0,0.01,0.37,0.34,0.01,0.26,2004-07-03
29211,6,1,Flood_2004_185.tif,0.02,185,2004,Landuse_2004.tif,0.01,0.0,0.04,0.09,0.64,0.0,0.21,2004-07-03
601,1,4,Flood_2004_185.tif,0.09,185,2004,Landuse_2004.tif,0.17,0.0,0.02,0.03,0.02,0.01,0.75,2004-07-03
24527,5,4,Flood_2004_185.tif,0.09,185,2004,Landuse_2004.tif,0.01,0.0,0.0,0.44,0.3,0.0,0.25,2004-07-03
12385,3,6,Flood_2004_185.tif,0.15,185,2004,Landuse_2004.tif,0.05,0.04,0.04,0.1,0.02,0.41,0.34,2004-07-03
42702,9,7,Flood_2004_185.tif,0.21,185,2004,Landuse_2004.tif,0.11,0.0,0.02,0.16,0.0,0.17,0.54,2004-07-03
24624,5,7,Flood_2004_185.tif,0.02,185,2004,Landuse_2004.tif,0.0,0.0,0.0,0.33,0.07,0.03,0.57,2004-07-03
24575,5,1,Flood_2004_185.tif,0.09,185,2004,Landuse_2004.tif,0.02,0.01,0.01,0.2,0.54,0.01,0.22,2004-07-03
29216,6,2,Flood_2004_185.tif,0.04,185,2004,Landuse_2004.tif,0.0,0.0,0.01,0.07,0.75,0.0,0.18,2004-07-03
50910,10,1,Flood_2004_185.tif,0.01,185,2004,Landuse_2004.tif,0.0,0.0,0.03,0.02,0.12,0.0,0.83,2004-07-03
42713,9,3,Flood_2004_185.tif,0.03,185,2004,Landuse_2004.tif,0.01,0.0,0.0,0.11,0.22,0.0,0.66,2004-07-03
24536,5,5,Flood_2004_185.tif,0.02,185,2004,Landuse_2004.tif,0.0,0.0,0.0,0.57,0.11,0.0,0.31,2004-07-03
17153,4,1,Flood_2004_185.tif,0.17,185,2004,Landuse_2004.tif,0.02,0.0,0.02,0.37,0.29,0.0,0.29,2004-07-03
17331,4,2,Flood_2004_185.tif,0.11,185,2004,Landuse_2004.tif,0.01,0.0,0.01,0.32,0.42,0.0,0.25,2004-07-03
39485,8,8,Flood_2004_185.tif,0.32,185,2004,Landuse_2004.tif,0.23,0.03,0.01,0.21,0.0,0.21,0.3,2004-07-03
12739,3,8,Flood_2004_185.tif,0.18,185,2004,Landuse_2004.tif,0.17,0.03,0.01,0.03,0.0,0.02,0.75,2004-07-03
597,1,3,Flood_2004_185.tif,0.0,185,2004,Landuse_2004.tif,0.01,0.0,0.09,0.02,0.23,0.01,0.63,2004-07-03
55839,12,4,Flood_2004_185.tif,0.49,185,2004,Landuse_2004.tif,0.5,0.01,0.03,0.11,0.0,0.01,0.34,2004-07-03
50781,10,7,Flood_2004_185.tif,0.2,185,2004,Landuse_2004.tif,0.22,0.01,0.0,0.16,0.0,0.21,0.4,2004-07-03
3235,2,13,Flood_2004_185.tif,0.42,185,2004,Landuse_2004.tif,0.44,0.03,0.0,0.01,0.0,0.0,0.52,2004-07-03
39446,8,6,Flood_2004_185.tif,0.18,185,2004,Landuse_2004.tif,0.09,0.0,0.01,0.2,0.01,0.01,0.69,2004-07-03
29307,6,6,Flood_2004_185.tif,0.03,185,2004,Landuse_2004.tif,0.0,0.0,0.0,0.26,0.42,0.0,0.33,2004-07-03
3239,2,10,Flood_2004_185.tif,0.11,185,2004,Landuse_2004.tif,0.11,0.03,0.0,0.07,0.08,0.03,0.68,2004-07-03
53958,11,4,Flood_2004_185.tif,0.16,185,2004,Landuse_2004.tif,0.07,0.01,0.01,0.16,0.0,0.01,0.74,2004-07-03
3237,2,11,Flood_2004_185.tif,0.7,185,2004,Landuse_2004.tif,0.83,0.0,0.0,0.0,0.0,0.0,0.17,2004-07-03
17511,4,3,Flood_2004_185.tif,0.3,185,2004,Landuse_2004.tif,0.0,0.0,0.0,0.2,0.59,0.0,0.2,2004-07-03
35110,7,4,Flood_2004_185.tif,0.05,185,2004,Landuse_2004.tif,0.02,0.0,0.0,0.1,0.42,0.0,0.46,2004-07-03
42667,9,8,Flood_2004_185.tif,0.29,185,2004,Landuse_2004.tif,0.2,0.01,0.02,0.19,0.0,0.3,0.28,2004-07-03
3236,2,12,Flood_2004_185.tif,0.69,185,2004,Landuse_2004.tif,0.74,0.03,0.0,0.0,0.0,0.0,0.23,2004-07-03
35105,7,2,Flood_2004_185.tif,0.01,185,2004,Landuse_2004.tif,0.0,0.01,0.04,0.29,0.4,0.0,0.27,2004-07-03
42603,9,6,Flood_2004_185.tif,0.03,185,2004,Landuse_2004.tif,0.0,0.0,0.0,0.48,0.06,0.01,0.45,2004-07-03
50801,10,4,Flood_2004_185.tif,0.09,185,2004,Landuse_2004.tif,0.02,0.0,0.01,0.02,0.0,0.0,0.94,2004-07-03
29297,6,5,Flood_2004_185.tif,0.02,185,2004,Landuse_2004.tif,0.01,0.0,0.0,0.38,0.09,0.0,0.52,2004-07-03
42650,9,5,Flood_2004_185.tif,0.1,185,2004,Landuse_2004.tif,0.01,0.0,0.0,0.36,0.08,0.0,0.54,2004-07-03
17392,4,11,Flood_2004_185.tif,0.76,185,2004,Landuse_2004.tif,0.8,0.01,0.0,0.0,0.0,0.0,0.19,2004-07-03
17563,4,6,Flood_2004_185.tif,0.06,185,2004,Landuse_2004.tif,0.0,0.0,0.0,0.26,0.47,0.02,0.25,2004-07-03
35094,7,3,Flood_2004_185.tif,0.03,185,2004,Landuse_2004.tif,0.01,0.0,0.0,0.26,0.29,0.0,0.44,2004-07-03
42577,9,1,Flood_2004_185.tif,0.01,185,2004,Landuse_2004.tif,0.0,0.0,0.0,0.0,0.26,0.0,0.73,2004-07-03
39322,8,2,Flood_2004_185.tif,0.01,185,2004,Landuse_2004.tif,0.0,0.01,0.02,0.14,0.46,0.0,0.37,2004-07-03
35188,7,6,Flood_2004_185.tif,0.06,185,2004,Landuse_2004.tif,0.0,0.0,0.0,0.11,0.11,0.0,0.78,2004-07-03
17466,4,4,Flood_2004_185.tif,0.1,185,2004,Landuse_2004.tif,0.0,0.0,0.0,0.29,0.46,0.0,0.25,2004-07-03
39318,8,3,Flood_2004_185.tif,0.03,185,2004,Landuse_2004.tif,0.01,0.0,0.0,0.33,0.19,0.0,0.47,2004-07-03
35242,7,8,Flood_2004_185.tif,0.17,185,2004,Landuse_2004.tif,0.11,0.08,0.01,0.05,0.01,0.41,0.33,2004-07-03
35248,7,7,Flood_2004_185.tif,0.04,185,2004,Landuse_2004.tif,0.0,0.0,0.0,0.22,0.25,0.03,0.5,2004-07-03
53969,11,6,Flood_2004_185.tif,0.56,185,2004,Landuse_2004.tif,0.54,0.04,0.02,0.0,0.0,0.06,0.34,2004-07-03
39451,8,5,Flood_2004_185.tif,0.07,185,2004,Landuse_2004.tif,0.0,0.0,0.0,0.42,0.03,0.0,0.55,2004-07-03
2925,2,9,Flood_2004_185.tif,0.14,185,2004,Landuse_2004.tif,0.07,0.08,0.01,0.01,0.0,0.02,0.81,2004-07-03
35166,7,0,Flood_2004_185.tif,0.01,185,2004,Landuse_2004.tif,0.0,0.0,0.0,0.29,0.49,0.01,0.2,2004-07-03
53973,11,5,Flood_2004_185.tif,0.21,185,2004,Landuse_2004.tif,0.2,0.01,0.01,0.28,0.0,0.03,0.47,2004-07-03
35164,7,1,Flood_2004_185.tif,0.02,185,2004,Landuse_2004.tif,0.0,0.0,0.03,0.06,0.47,0.0,0.45,2004-07-03
17486,4,5,Flood_2004_185.tif,0.06,185,2004,Landuse_2004.tif,0.0,0.0,0.0,0.32,0.48,0.0,0.2,2004-07-03
35284,7,9,Flood_2004_185.tif,0.49,185,2004,Landuse_2004.tif,0.48,0.02,0.01,0.11,0.0,0.06,0.32,2004-07-03
53976,11,7,Flood_2004_185.tif,0.54,185,2004,Landuse_2004.tif,0.66,0.03,0.03,0.0,0.0,0.01,0.27,2004-07-03
50817,10,6,Flood_2004_185.tif,0.07,185,2004,Landuse_2004.tif,0.03,0.01,0.02,0.41,0.0,0.13,0.4,2004-07-03
29314,6,7,Flood_2004_185.tif,0.1,185,2004,Landuse_2004.tif,0.0,0.0,0.0,0.15,0.41,0.0,0.44,2004-07-03
39461,8,4,Flood_2004_185.tif,0.19,185,2004,Landuse_2004.tif,0.03,0.0,0.01,0.22,0.12,0.0,0.61,2004-07-03
35119,7,5,Flood_2004_185.tif,0.11,185,2004,Landuse_2004.tif,0.04,0.0,0.0,0.2,0.06,0.0,0.69,2004-07-03
17583,4,7,Flood_2004_185.tif,0.06,185,2004,Landuse_2004.tif,0.01,0.01,0.01,0.23,0.01,0.17,0.56,2004-07-03
17536,4,8,Flood_2004_185.tif,0.31,185,2004,Landuse_2004.tif,0.2,0.05,0.06,0.0,0.0,0.27,0.43,2004-07-03
53944,11,2,Flood_2004_185.tif,0.01,185,2004,Landuse_2004.tif,0.01,0.01,0.0,0.47,0.01,0.28,0.23,2004-07-03
50810,10,5,Flood_2004_185.tif,0.2,185,2004,Landuse_2004.tif,0.1,0.01,0.01,0.03,0.01,0.01,0.83,2004-07-03
39328,8,1,Flood_2004_185.tif,0.01,185,2004,Landuse_2004.tif,0.0,0.0,0.02,0.14,0.49,0.02,0.32,2004-07-03
29291,6,4,Flood_2004_185.tif,0.09,185,2004,Landuse_2004.tif,0.02,0.0,0.01,0.2,0.29,0.0,0.46,2004-07-03
53943,11,3,Flood_2004_185.tif,0.09,185,2004,Landuse_2004.tif,0.12,0.01,0.01,0.48,0.01,0.01,0.36,2004-07-03
17550,4,9,Flood_2004_185.tif,0.75,185,2004,Landuse_2004.tif,0.71,0.02,0.01,0.0,0.0,0.08,0.18,2004-07-03
17384,4,12,Flood_2004_185.tif,0.28,185,2004,Landuse_2004.tif,0.19,0.04,0.01,0.04,0.0,0.01,0.72,2004-07-03
42600,9,4,Flood_2004_185.tif,0.17,185,2004,Landuse_2004.tif,0.04,0.01,0.01,0.05,0.02,0.0,0.86,2004-07-03
24615,5,2,Flood_2004_193.tif,0.18,193,2004,Landuse_2004.tif,0.01,0.0,0.01,0.37,0.34,0.01,0.26,2004-07-11
23863,5,6,Flood_2004_193.tif,0.04,193,2004,Landuse_2004.tif,0.0,0.0,0.0,0.32,0.36,0.0,0.31,2004-07-11
53915,11,7,Flood_2004_193.tif,0.55,193,2004,Landuse_2004.tif,0.66,0.03,0.03,0.0,0.0,0.01,0.27,2004-07-11
18758,4,9,Flood_2004_193.tif,0.75,193,2004,Landuse_2004.tif,0.71,0.02,0.01,0.0,0.0,0.08,0.18,2004-07-11
35278,7,0,Flood_2004_193.tif,0.01,193,2004,Landuse_2004.tif,0.0,0.0,0.0,0.29,0.49,0.01,0.2,2004-07-11
23806,5,8,Flood_2004_193.tif,0.39,193,2004,Landuse_2004.tif,0.24,0.03,0.17,0.14,0.01,0.1,0.31,2004-07-11
3224,2,7,Flood_2004_193.tif,0.5,193,2004,Landuse_2004.tif,0.32,0.22,0.08,0.0,0.0,0.02,0.36,2004-07-11
23836,5,5,Flood_2004_193.tif,0.05,193,2004,Landuse_2004.tif,0.0,0.0,0.0,0.57,0.11,0.0,0.31,2004-07-11
23850,5,4,Flood_2004_193.tif,0.16,193,2004,Landuse_2004.tif,0.01,0.0,0.0,0.44,0.3,0.0,0.25,2004-07-11
3269,2,12,Flood_2004_193.tif,0.65,193,2004,Landuse_2004.tif,0.74,0.03,0.0,0.0,0.0,0.0,0.23,2004-07-11
12001,3,9,Flood_2004_193.tif,0.67,193,2004,Landuse_2004.tif,0.59,0.02,0.0,0.0,0.0,0.0,0.39,2004-07-11
55891,12,3,Flood_2004_193.tif,0.16,193,2004,Landuse_2004.tif,0.11,0.01,0.01,0.57,0.01,0.02,0.27,2004-07-11
55893,12,4,Flood_2004_193.tif,0.49,193,2004,Landuse_2004.tif,0.5,0.01,0.03,0.11,0.0,0.01,0.34,2004-07-11
50788,10,0,Flood_2004_193.tif,0.04,193,2004,Landuse_2004.tif,0.0,0.0,0.0,0.07,0.15,0.0,0.77,2004-07-11
23811,5,9,Flood_2004_193.tif,0.48,193,2004,Landuse_2004.tif,0.43,0.0,0.01,0.02,0.0,0.3,0.23,2004-07-11
24606,5,3,Flood_2004_193.tif,0.18,193,2004,Landuse_2004.tif,0.02,0.01,0.01,0.26,0.29,0.0,0.41,2004-07-11
35214,7,7,Flood_2004_193.tif,0.04,193,2004,Landuse_2004.tif,0.0,0.0,0.0,0.22,0.25,0.03,0.5,2004-07-11
17453,4,4,Flood_2004_193.tif,0.35,193,2004,Landuse_2004.tif,0.0,0.0,0.0,0.29,0.46,0.0,0.25,2004-07-11
35223,7,6,Flood_2004_193.tif,0.06,193,2004,Landuse_2004.tif,0.0,0.0,0.0,0.11,0.11,0.0,0.78,2004-07-11
35234,7,5,Flood_2004_193.tif,0.12,193,2004,Landuse_2004.tif,0.04,0.0,0.0,0.2,0.06,0.0,0.69,2004-07-11
53965,11,2,Flood_2004_193.tif,0.05,193,2004,Landuse_2004.tif,0.01,0.01,0.0,0.47,0.01,0.28,0.23,2004-07-11
23854,5,7,Flood_2004_193.tif,0.02,193,2004,Landuse_2004.tif,0.0,0.0,0.0,0.33,0.07,0.03,0.57,2004-07-11
34950,7,8,Flood_2004_193.tif,0.15,193,2004,Landuse_2004.tif,0.11,0.08,0.01,0.05,0.01,0.41,0.33,2004-07-11
34940,7,9,Flood_2004_193.tif,0.48,193,2004,Landuse_2004.tif,0.48,0.02,0.01,0.11,0.0,0.06,0.32,2004-07-11
12679,3,6,Flood_2004_193.tif,0.17,193,2004,Landuse_2004.tif,0.05,0.04,0.04,0.1,0.02,0.41,0.34,2004-07-11
3229,2,3,Flood_2004_193.tif,0.01,193,2004,Landuse_2004.tif,0.0,0.0,0.14,0.08,0.26,0.03,0.48,2004-07-11
50789,10,1,Flood_2004_193.tif,0.04,193,2004,Landuse_2004.tif,0.0,0.0,0.03,0.02,0.12,0.0,0.83,2004-07-11
3227,2,4,Flood_2004_193.tif,0.05,193,2004,Landuse_2004.tif,0.02,0.0,0.07,0.19,0.13,0.04,0.54,2004-07-11
24595,5,1,Flood_2004_193.tif,0.08,193,2004,Landuse_2004.tif,0.02,0.01,0.01,0.2,0.54,0.01,0.22,2004-07-11
53919,11,6,Flood_2004_193.tif,0.53,193,2004,Landuse_2004.tif,0.54,0.04,0.02,0.0,0.0,0.06,0.34,2004-07-11
35270,7,2,Flood_2004_193.tif,0.02,193,2004,Landuse_2004.tif,0.0,0.01,0.04,0.29,0.4,0.0,0.27,2004-07-11
35274,7,1,Flood_2004_193.tif,0.03,193,2004,Landuse_2004.tif,0.0,0.0,0.03,0.06,0.47,0.0,0.45,2004-07-11
50793,10,3,Flood_2004_193.tif,0.07,193,2004,Landuse_2004.tif,0.02,0.0,0.0,0.22,0.02,0.0,0.73,2004-07-11
39431,8,9,Flood_2004_193.tif,0.62,193,2004,Landuse_2004.tif,0.65,0.02,0.0,0.0,0.0,0.0,0.32,2004-07-11
18819,4,12,Flood_2004_193.tif,0.26,193,2004,Landuse_2004.tif,0.19,0.04,0.01,0.04,0.0,0.01,0.72,2004-07-11
86,0,3,Flood_2004_193.tif,0.17,193,2004,Landuse_2004.tif,0.3,0.01,0.01,0.01,0.02,0.0,0.65,2004-07-11
3242,2,11,Flood_2004_193.tif,0.68,193,2004,Landuse_2004.tif,0.83,0.0,0.0,0.0,0.0,0.0,0.17,2004-07-11
39436,8,8,Flood_2004_193.tif,0.31,193,2004,Landuse_2004.tif,0.23,0.03,0.01,0.21,0.0,0.21,0.3,2004-07-11
29121,6,5,Flood_2004_193.tif,0.03,193,2004,Landuse_2004.tif,0.01,0.0,0.0,0.38,0.09,0.0,0.52,2004-07-11
42527,9,3,Flood_2004_193.tif,0.03,193,2004,Landuse_2004.tif,0.01,0.0,0.0,0.11,0.22,0.0,0.66,2004-07-11
12576,3,4,Flood_2004_193.tif,0.17,193,2004,Landuse_2004.tif,0.0,0.0,0.0,0.24,0.61,0.0,0.15,2004-07-11
18795,4,7,Flood_2004_193.tif,0.06,193,2004,Landuse_2004.tif,0.01,0.01,0.01,0.23,0.01,0.17,0.56,2004-07-11
50822,10,4,Flood_2004_193.tif,0.07,193,2004,Landuse_2004.tif,0.02,0.0,0.01,0.02,0.0,0.0,0.94,2004-07-11
12750,3,1,Flood_2004_193.tif,0.06,193,2004,Landuse_2004.tif,0.0,0.0,0.02,0.27,0.44,0.0,0.27,2004-07-11
39414,8,7,Flood_2004_193.tif,0.02,193,2004,Landuse_2004.tif,0.01,0.0,0.0,0.32,0.01,0.26,0.41,2004-07-11
12659,3,5,Flood_2004_193.tif,0.03,193,2004,Landuse_2004.tif,0.0,0.0,0.01,0.34,0.38,0.0,0.27,2004-07-11
50826,10,7,Flood_2004_193.tif,0.19,193,2004,Landuse_2004.tif,0.22,0.01,0.0,0.16,0.0,0.21,0.4,2004-07-11
39437,8,4,Flood_2004_193.tif,0.14,193,2004,Landuse_2004.tif,0.03,0.0,0.01,0.22,0.12,0.0,0.61,2004-07-11
42586,9,1,Flood_2004_193.tif,0.03,193,2004,Landuse_2004.tif,0.0,0.0,0.0,0.0,0.26,0.0,0.73,2004-07-11
12772,3,2,Flood_2004_193.tif,0.08,193,2004,Landuse_2004.tif,0.0,0.0,0.0,0.07,0.59,0.01,0.33,2004-07-11
42920,9,6,Flood_2004_193.tif,0.02,193,2004,Landuse_2004.tif,0.0,0.0,0.0,0.48,0.06,0.01,0.45,2004-07-11
42557,9,2,Flood_2004_193.tif,0.03,193,2004,Landuse_2004.tif,0.0,0.02,0.04,0.0,0.15,0.0,0.79,2004-07-11
53962,11,4,Flood_2004_193.tif,0.15,193,2004,Landuse_2004.tif,0.07,0.01,0.01,0.16,0.0,0.01,0.74,2004-07-11
612,1,4,Flood_2004_193.tif,0.12,193,2004,Landuse_2004.tif,0.17,0.0,0.02,0.03,0.02,0.01,0.75,2004-07-11
35208,7,3,Flood_2004_193.tif,0.05,193,2004,Landuse_2004.tif,0.01,0.0,0.0,0.26,0.29,0.0,0.44,2004-07-11
615,1,3,Flood_2004_193.tif,0.01,193,2004,Landuse_2004.tif,0.01,0.0,0.09,0.02,0.23,0.01,0.63,2004-07-11
18816,4,8,Flood_2004_193.tif,0.29,193,2004,Landuse_2004.tif,0.2,0.05,0.06,0.0,0.0,0.27,0.43,2004-07-11
3219,2,8,Flood_2004_193.tif,0.25,193,2004,Landuse_2004.tif,0.16,0.13,0.01,0.0,0.0,0.0,0.7,2004-07-11
42995,9,5,Flood_2004_193.tif,0.1,193,2004,Landuse_2004.tif,0.01,0.0,0.0,0.36,0.08,0.0,0.54,2004-07-11
12637,3,7,Flood_2004_193.tif,0.25,193,2004,Landuse_2004.tif,0.08,0.04,0.06,0.09,0.0,0.22,0.5,2004-07-11
18776,4,10,Flood_2004_193.tif,0.82,193,2004,Landuse_2004.tif,0.75,0.0,0.0,0.0,0.0,0.02,0.22,2004-07-11
18781,4,11,Flood_2004_193.tif,0.75,193,2004,Landuse_2004.tif,0.8,0.01,0.0,0.0,0.0,0.0,0.19,2004-07-11
39404,8,5,Flood_2004_193.tif,0.06,193,2004,Landuse_2004.tif,0.0,0.0,0.0,0.42,0.03,0.0,0.55,2004-07-11
3243,2,13,Flood_2004_193.tif,0.41,193,2004,Landuse_2004.tif,0.44,0.03,0.0,0.01,0.0,0.0,0.52,2004-07-11
3215,2,9,Flood_2004_193.tif,0.14,193,2004,Landuse_2004.tif,0.07,0.08,0.01,0.01,0.0,0.02,0.81,2004-07-11
39394,8,6,Flood_2004_193.tif,0.16,193,2004,Landuse_2004.tif,0.09,0.0,0.01,0.2,0.01,0.01,0.69,2004-07-11
11963,3,11,Flood_2004_193.tif,0.84,193,2004,Landuse_2004.tif,0.82,0.0,0.0,0.0,0.0,0.0,0.18,2004-07-11
29109,6,7,Flood_2004_193.tif,0.08,193,2004,Landuse_2004.tif,0.0,0.0,0.0,0.15,0.41,0.0,0.44,2004-07-11
3240,2,10,Flood_2004_193.tif,0.12,193,2004,Landuse_2004.tif,0.11,0.03,0.0,0.07,0.08,0.03,0.68,2004-07-11
29128,6,6,Flood_2004_193.tif,0.03,193,2004,Landuse_2004.tif,0.0,0.0,0.0,0.26,0.42,0.0,0.33,2004-07-11
29112,6,4,Flood_2004_193.tif,0.11,193,2004,Landuse_2004.tif,0.02,0.0,0.01,0.2,0.29,0.0,0.46,2004-07-11
11956,3,10,Flood_2004_193.tif,0.51,193,2004,Landuse_2004.tif,0.48,0.02,0.0,0.04,0.05,0.04,0.37,2004-07-11
11970,3,12,Flood_2004_193.tif,0.54,193,2004,Landuse_2004.tif,0.67,0.03,0.0,0.0,0.0,0.0,0.29,2004-07-11
53940,11,5,Flood_2004_193.tif,0.21,193,2004,Landuse_2004.tif,0.2,0.01,0.01,0.28,0.0,0.03,0.47,2004-07-11
11987,3,8,Flood_2004_193.tif,0.31,193,2004,Landuse_2004.tif,0.17,0.03,0.01,0.03,0.0,0.02,0.75,2004-07-11
29090,6,9,Flood_2004_193.tif,0.22,193,2004,Landuse_2004.tif,0.22,0.0,0.01,0.12,0.0,0.39,0.26,2004-07-11
50854,10,5,Flood_2004_193.tif,0.17,193,2004,Landuse_2004.tif,0.1,0.01,0.01,0.03,0.01,0.01,0.83,2004-07-11
39477,8,1,Flood_2004_193.tif,0.02,193,2004,Landuse_2004.tif,0.0,0.0,0.02,0.14,0.49,0.02,0.32,2004-07-11
43076,9,8,Flood_2004_193.tif,0.27,193,2004,Landuse_2004.tif,0.2,0.01,0.02,0.19,0.0,0.3,0.28,2004-07-11
29275,6,1,Flood_2004_193.tif,0.02,193,2004,Landuse_2004.tif,0.01,0.0,0.04,0.09,0.64,0.0,0.21,2004-07-11
17404,4,5,Flood_2004_193.tif,0.13,193,2004,Landuse_2004.tif,0.0,0.0,0.0,0.32,0.48,0.0,0.2,2004-07-11
50843,10,6,Flood_2004_193.tif,0.09,193,2004,Landuse_2004.tif,0.03,0.01,0.02,0.41,0.0,0.13,0.4,2004-07-11
23830,5,10,Flood_2004_193.tif,0.86,193,2004,Landuse_2004.tif,0.79,0.0,0.0,0.0,0.0,0.0,0.2,2004-07-11
42955,9,7,Flood_2004_193.tif,0.2,193,2004,Landuse_2004.tif,0.11,0.0,0.02,0.16,0.0,0.17,0.54,2004-07-11
50790,10,2,Flood_2004_193.tif,0.02,193,2004,Landuse_2004.tif,0.0,0.0,0.0,0.2,0.25,0.02,0.53,2004-07-11
29257,6,3,Flood_2004_193.tif,0.09,193,2004,Landuse_2004.tif,0.02,0.0,0.01,0.23,0.29,0.0,0.45,2004-07-11
29279,6,2,Flood_2004_193.tif,0.09,193,2004,Landuse_2004.tif,0.0,0.0,0.01,0.07,0.75,0.0,0.18,2004-07-11
17429,4,3,Flood_2004_193.tif,0.28,193,2004,Landuse_2004.tif,0.0,0.0,0.0,0.2,0.59,0.0,0.2,2004-07-11
29286,6,0,Flood_2004_193.tif,0.02,193,2004,Landuse_2004.tif,0.0,0.0,0.01,0.41,0.42,0.02,0.14,2004-07-11
39470,8,3,Flood_2004_193.tif,0.04,193,2004,Landuse_2004.tif,0.01,0.0,0.0,0.33,0.19,0.0,0.47,2004-07-11
53964,11,3,Flood_2004_193.tif,0.1,193,2004,Landuse_2004.tif,0.12,0.01,0.01,0.48,0.01,0.01,0.36,2004-07-11
17418,4,6,Flood_2004_193.tif,0.09,193,2004,Landuse_2004.tif,0.0,0.0,0.0,0.26,0.47,0.02,0.25,2004-07-11
42967,9,4,Flood_2004_193.tif,0.15,193,2004,Landuse_2004.tif,0.04,0.01,0.01,0.05,0.02,0.0,0.86,2004-07-11
12606,3,3,Flood_2004_193.tif,0.1,193,2004,Landuse_2004.tif,0.0,0.0,0.0,0.13,0.55,0.0,0.31,2004-07-11
17332,4,1,Flood_2004_193.tif,0.17,193,2004,Landuse_2004.tif,0.02,0.0,0.02,0.37,0.29,0.0,0.29,2004-07-11
35200,7,4,Flood_2004_193.tif,0.06,193,2004,Landuse_2004.tif,0.02,0.0,0.0,0.1,0.42,0.0,0.46,2004-07-11
29083,6,8,Flood_2004_193.tif,0.06,193,2004,Landuse_2004.tif,0.0,0.0,0.01,0.39,0.22,0.07,0.31,2004-07-11
39474,8,2,Flood_2004_193.tif,0.02,193,2004,Landuse_2004.tif,0.0,0.01,0.02,0.14,0.46,0.0,0.37,2004-07-11
17347,4,2,Flood_2004_193.tif,0.16,193,2004,Landuse_2004.tif,0.01,0.0,0.01,0.32,0.42,0.0,0.25,2004-07-11
243,0,3,Flood_2004_201.tif,0.29,201,2004,Landuse_2004.tif,0.3,0.01,0.01,0.01,0.02,0.0,0.65,2004-07-19
55978,12,4,Flood_2004_201.tif,0.47,201,2004,Landuse_2004.tif,0.5,0.01,0.03,0.11,0.0,0.01,0.34,2004-07-19
29102,6,2,Flood_2004_201.tif,0.25,201,2004,Landuse_2004.tif,0.0,0.0,0.01,0.07,0.75,0.0,0.18,2004-07-19
12199,3,12,Flood_2004_201.tif,0.57,201,2004,Landuse_2004.tif,0.67,0.03,0.0,0.0,0.0,0.0,0.29,2004-07-19
34898,7,5,Flood_2004_201.tif,0.1,201,2004,Landuse_2004.tif,0.04,0.0,0.0,0.2,0.06,0.0,0.69,2004-07-19
639,1,3,Flood_2004_201.tif,0.01,201,2004,Landuse_2004.tif,0.01,0.0,0.09,0.02,0.23,0.01,0.63,2004-07-19
18752,4,4,Flood_2004_201.tif,0.37,201,2004,Landuse_2004.tif,0.0,0.0,0.0,0.29,0.46,0.0,0.25,2004-07-19
53911,11,3,Flood_2004_201.tif,0.07,201,2004,Landuse_2004.tif,0.12,0.01,0.01,0.48,0.01,0.01,0.36,2004-07-19
55872,12,3,Flood_2004_201.tif,0.14,201,2004,Landuse_2004.tif,0.11,0.01,0.01,0.57,0.01,0.02,0.27,2004-07-19
645,1,4,Flood_2004_201.tif,0.23,201,2004,Landuse_2004.tif,0.17,0.0,0.02,0.03,0.02,0.01,0.75,2004-07-19
3248,2,7,Flood_2004_201.tif,0.48,201,2004,Landuse_2004.tif,0.32,0.22,0.08,0.0,0.0,0.02,0.36,2004-07-19
11904,3,8,Flood_2004_201.tif,0.26,201,2004,Landuse_2004.tif,0.17,0.03,0.01,0.03,0.0,0.02,0.75,2004-07-19
34913,7,8,Flood_2004_201.tif,0.12,201,2004,Landuse_2004.tif,0.11,0.08,0.01,0.05,0.01,0.41,0.33,2004-07-19
53912,11,2,Flood_2004_201.tif,0.01,201,2004,Landuse_2004.tif,0.01,0.01,0.0,0.47,0.01,0.28,0.23,2004-07-19
29096,6,1,Flood_2004_201.tif,0.15,201,2004,Landuse_2004.tif,0.01,0.0,0.04,0.09,0.64,0.0,0.21,2004-07-19
11918,3,6,Flood_2004_201.tif,0.13,201,2004,Landuse_2004.tif,0.05,0.04,0.04,0.1,0.02,0.41,0.34,2004-07-19
23877,5,6,Flood_2004_201.tif,0.01,201,2004,Landuse_2004.tif,0.0,0.0,0.0,0.32,0.36,0.0,0.31,2004-07-19
39421,8,3,Flood_2004_201.tif,0.02,201,2004,Landuse_2004.tif,0.01,0.0,0.0,0.33,0.19,0.0,0.47,2004-07-19
