x_coord,y_coord,image_source,inland_aquaculture,shrimp_rice_farming,single_rice_cropping,triple_rice_cropping,double_rice_cropping_dry,double_rice_cropping_rain,others,year
10,1,Landuse_2006.tif,0.0,0.0,0.01,0.02,0.14,0.0,0.83,2006
3,2,Landuse_2006.tif,0.0,0.0,0.0,0.08,0.57,0.0,0.35,2006
4,2,Landuse_2006.tif,0.01,0.0,0.02,0.18,0.54,0.0,0.25,2006
5,2,Landuse_2006.tif,0.01,0.0,0.02,0.29,0.41,0.0,0.27,2006
6,2,Landuse_2006.tif,0.0,0.0,0.01,0.03,0.8,0.0,0.16,2006
7,2,Landuse_2006.tif,0.0,0.0,0.02,0.24,0.46,0.01,0.27,2006
8,2,Landuse_2006.tif,0.0,0.0,0.02,0.05,0.55,0.0,0.38,2006
9,2,Landuse_2006.tif,0.0,0.0,0.01,0.01,0.21,0.0,0.77,2006
10,2,Landuse_2006.tif,0.0,0.0,0.01,0.15,0.25,0.01,0.58,2006
11,2,Landuse_2006.tif,0.02,0.01,0.01,0.33,0.01,0.26,0.36,2006
0,3,Landuse_2006.tif,0.37,0.01,0.02,0.01,0.03,0.0,0.56,2006
1,3,Landuse_2006.tif,0.03,0.01,0.14,0.08,0.33,0.01,0.39,2006
2,3,Landuse_2006.tif,0.01,0.0,0.08,0.09,0.39,0.02,0.42,2006
3,3,Landuse_2006.tif,0.0,0.0,0.0,0.04,0.64,0.01,0.31,2006
4,3,Landuse_2006.tif,0.0,0.0,0.0,0.12,0.7,0.0,0.18,2006
5,3,Landuse_2006.tif,0.03,0.0,0.02,0.24,0.31,0.0,0.4,2006
6,3,Landuse_2006.tif,0.02,0.0,0.02,0.19,0.34,0.0,0.43,2006
7,3,Landuse_2006.tif,0.01,0.0,0.02,0.23,0.29,0.01,0.45,2006
8,3,Landuse_2006.tif,0.01,0.0,0.0,0.25,0.27,0.0,0.47,2006
9,3,Landuse_2006.tif,0.01,0.0,0.0,0.17,0.15,0.0,0.67,2006
10,3,Landuse_2006.tif,0.03,0.0,0.01,0.19,0.02,0.0,0.76,2006
11,3,Landuse_2006.tif,0.12,0.02,0.01,0.46,0.0,0.01,0.37,2006
12,3,Landuse_2006.tif,0.13,0.01,0.02,0.55,0.0,0.03,0.27,2006
1,4,Landuse_2006.tif,0.2,0.0,0.02,0.05,0.03,0.01,0.69,2006
2,4,Landuse_2006.tif,0.01,0.01,0.05,0.24,0.21,0.02,0.46,2006
3,4,Landuse_2006.tif,0.0,0.0,0.0,0.06,0.81,0.0,0.12,2006
4,4,Landuse_2006.tif,0.0,0.0,0.0,0.25,0.5,0.0,0.25,2006
5,4,Landuse_2006.tif,0.01,0.0,0.01,0.36,0.33,0.04,0.26,2006
6,4,Landuse_2006.tif,0.02,0.0,0.03,0.19,0.3,0.01,0.46,2006
7,4,Landuse_2006.tif,0.01,0.0,0.0,0.09,0.46,0.0,0.43,2006
8,4,Landuse_2006.tif,0.03,0.0,0.01,0.22,0.14,0.01,0.6,2006
9,4,Landuse_2006.tif,0.05,0.0,0.02,0.08,0.01,0.02,0.83,2006
10,4,Landuse_2006.tif,0.02,0.0,0.01,0.03,0.01,0.01,0.93,2006
11,4,Landuse_2006.tif,0.06,0.01,0.01,0.18,0.0,0.01,0.73,2006
12,4,Landuse_2006.tif,0.5,0.01,0.01,0.08,0.0,0.03,0.35,2006
3,5,Landuse_2006.tif,0.0,0.0,0.02,0.18,0.52,0.01,0.26,2006
4,5,Landuse_2006.tif,0.0,0.0,0.0,0.11,0.69,0.0,0.19,2006
5,5,Landuse_2006.tif,0.0,0.0,0.01,0.14,0.55,0.01,0.28,2006
6,5,Landuse_2006.tif,0.01,0.0,0.01,0.21,0.26,0.0,0.51,2006
7,5,Landuse_2006.tif,0.05,0.0,0.01,0.16,0.09,0.0,0.69,2006
8,5,Landuse_2006.tif,0.0,0.0,0.0,0.41,0.04,0.0,0.54,2006
9,5,Landuse_2006.tif,0.01,0.0,0.01,0.37,0.08,0.01,0.53,2006
10,5,Landuse_2006.tif,0.1,0.01,0.01,0.03,0.0,0.02,0.83,2006
11,5,Landuse_2006.tif,0.19,0.01,0.02,0.25,0.0,0.06,0.47,2006
3,6,Landuse_2006.tif,0.02,0.03,0.07,0.11,0.01,0.48,0.29,2006
4,6,Landuse_2006.tif,0.0,0.0,0.01,0.17,0.55,0.03,0.25,2006
5,6,Landuse_2006.tif,0.0,0.0,0.01,0.08,0.62,0.0,0.29,2006
6,6,Landuse_2006.tif,0.0,0.0,0.0,0.23,0.48,0.0,0.29,2006
7,6,Landuse_2006.tif,0.0,0.0,0.0,0.19,0.06,0.01,0.74,2006
8,6,Landuse_2006.tif,0.07,0.0,0.02,0.22,0.01,0.01,0.67,2006
9,6,Landuse_2006.tif,0.0,0.0,0.0,0.5,0.05,0.0,0.45,2006
10,6,Landuse_2006.tif,0.04,0.03,0.04,0.24,0.01,0.23,0.42,2006
11,6,Landuse_2006.tif,0.53,0.04,0.03,0.0,0.0,0.05,0.34,2006
2,7,Landuse_2006.tif,0.21,0.22,0.13,0.0,0.0,0.02,0.42,2006
3,7,Landuse_2006.tif,0.09,0.05,0.09,0.04,0.0,0.23,0.51,2006
4,7,Landuse_2006.tif,0.01,0.01,0.05,0.13,0.04,0.24,0.52,2006
5,7,Landuse_2006.tif,0.0,0.0,0.01,0.35,0.11,0.02,0.51,2006
6,7,Landuse_2006.tif,0.0,0.0,0.0,0.14,0.43,0.0,0.43,2006
7,7,Landuse_2006.tif,0.0,0.0,0.0,0.3,0.21,0.02,0.47,2006
8,7,Landuse_2006.tif,0.01,0.0,0.0,0.33,0.01,0.23,0.42,2006
9,7,Landuse_2006.tif,0.1,0.0,0.02,0.18,0.0,0.24,0.46,2006
10,7,Landuse_2006.tif,0.22,0.01,0.01,0.11,0.0,0.23,0.42,2006
11,7,Landuse_2006.tif,0.7,0.03,0.01,0.0,0.0,0.0,0.26,2006
2,8,Landuse_2006.tif,0.07,0.19,0.08,0.0,0.0,0.01,0.65,2006
3,8,Landuse_2006.tif,0.16,0.08,0.02,0.02,0.0,0.01,0.7,2006
4,8,Landuse_2006.tif,0.25,0.05,0.11,0.0,0.0,0.2,0.39,2006
5,8,Landuse_2006.tif,0.16,0.04,0.26,0.15,0.02,0.09,0.28,2006
6,8,Landuse_2006.tif,0.0,0.0,0.0,0.53,0.12,0.05,0.3,2006
7,8,Landuse_2006.tif,0.12,0.06,0.02,0.09,0.0,0.37,0.33,2006
8,8,Landuse_2006.tif,0.24,0.03,0.01,0.04,0.0,0.41,0.27,2006
9,8,Landuse_2006.tif,0.21,0.01,0.01,0.12,0.0,0.41,0.23,2006
2,9,Landuse_2006.tif,0.04,0.06,0.02,0.03,0.0,0.03,0.83,2006
3,9,Landuse_2006.tif,0.58,0.02,0.0,0.0,0.0,0.0,0.4,2006
4,9,Landuse_2006.tif,0.71,0.02,0.01,0.0,0.0,0.09,0.18,2006
5,9,Landuse_2006.tif,0.42,0.01,0.02,0.17,0.0,0.14,0.23,2006
6,9,Landuse_2006.tif,0.22,0.01,0.01,0.32,0.0,0.2,0.25,2006
7,9,Landuse_2006.tif,0.48,0.01,0.01,0.12,0.0,0.07,0.31,2006
8,9,Landuse_2006.tif,0.66,0.02,0.01,0.0,0.0,0.0,0.31,2006
2,10,Landuse_2006.tif,0.12,0.03,0.02,0.06,0.03,0.08,0.66,2006
3,10,Landuse_2006.tif,0.47,0.03,0.01,0.02,0.01,0.07,0.39,2006
4,10,Landuse_2006.tif,0.76,0.01,0.0,0.0,0.0,0.01,0.22,2006
5,10,Landuse_2006.tif,0.79,0.01,0.0,0.0,0.0,0.0,0.2,2006
2,11,Landuse_2006.tif,0.83,0.0,0.0,0.0,0.0,0.0,0.16,2006
3,11,Landuse_2006.tif,0.81,0.0,0.0,0.0,0.0,0.0,0.19,2006
4,11,Landuse_2006.tif,0.79,0.01,0.0,0.0,0.0,0.0,0.2,2006
2,12,Landuse_2006.tif,0.74,0.02,0.0,0.0,0.0,0.0,0.24,2006
3,12,Landuse_2006.tif,0.69,0.04,0.0,0.0,0.0,0.0,0.27,2006
4,12,Landuse_2006.tif,0.21,0.03,0.0,0.04,0.0,0.0,0.71,2006
2,13,Landuse_2006.tif,0.46,0.02,0.0,0.01,0.0,0.0,0.5,2006
6,0,Landuse_2007.tif,0.0,0.0,0.0,0.03,0.92,0.0,0.05,2007
7,0,Landuse_2007.tif,0.0,0.0,0.0,0.04,0.89,0.0,0.07,2007
10,0,Landuse_2007.tif,0.0,0.0,0.0,0.05,0.23,0.0,0.72,2007
3,1,Landuse_2007.tif,0.01,0.0,0.01,0.2,0.53,0.0,0.26,2007
4,1,Landuse_2007.tif,0.03,0.0,0.02,0.3,0.38,0.0,0.26,2007
5,1,Landuse_2007.tif,0.01,0.0,0.02,0.03,0.72,0.02,0.21,2007
6,1,Landuse_2007.tif,0.0,0.01,0.01,0.01,0.84,0.0,0.13,2007
7,1,Landuse_2007.tif,0.0,0.01,0.01,0.0,0.85,0.0,0.13,2007
8,1,Landuse_2007.tif,0.0,0.0,0.05,0.03,0.75,0.0,0.16,2007
9,1,Landuse_2007.tif,0.0,0.01,0.02,0.0,0.42,0.0,0.55,2007
10,1,Landuse_2007.tif,0.0,0.0,0.05,0.01,0.14,0.0,0.8,2007
3,2,Landuse_2007.tif,0.0,0.0,0.0,0.13,0.54,0.03,0.31,2007
4,2,Landuse_2007.tif,0.0,0.0,0.02,0.26,0.47,0.0,0.24,2007
5,2,Landuse_2007.tif,0.01,0.0,0.02,0.19,0.54,0.0,0.24,2007
6,2,Landuse_2007.tif,0.0,0.0,0.0,0.0,0.82,0.0,0.17,2007
7,2,Landuse_2007.tif,0.0,0.01,0.0,0.29,0.47,0.0,0.23,2007
8,2,Landuse_2007.tif,0.0,0.01,0.05,0.02,0.72,0.0,0.2,2007
9,2,Landuse_2007.tif,0.0,0.01,0.04,0.0,0.26,0.0,0.69,2007
10,2,Landuse_2007.tif,0.0,0.0,0.02,0.16,0.29,0.01,0.51,2007
11,2,Landuse_2007.tif,0.01,0.01,0.0,0.31,0.0,0.2,0.47,2007
0,3,Landuse_2007.tif,0.41,0.03,0.02,0.0,0.04,0.01,0.49,2007
1,3,Landuse_2007.tif,0.05,0.04,0.18,0.0,0.46,0.0,0.26,2007
2,3,Landuse_2007.tif,0.0,0.01,0.04,0.03,0.51,0.02,0.39,2007
3,3,Landuse_2007.tif,0.0,0.0,0.0,0.05,0.64,0.02,0.29,2007
4,3,Landuse_2007.tif,0.0,0.0,0.0,0.19,0.61,0.0,0.19,2007
5,3,Landuse_2007.tif,0.03,0.01,0.01,0.18,0.38,0.0,0.39,2007
6,3,Landuse_2007.tif,0.02,0.0,0.02,0.03,0.5,0.0,0.43,2007
7,3,Landuse_2007.tif,0.01,0.0,0.01,0.06,0.5,0.0,0.43,2007
8,3,Landuse_2007.tif,0.01,0.0,0.0,0.02,0.5,0.0,0.46,2007
9,3,Landuse_2007.tif,0.0,0.0,0.0,0.04,0.3,0.0,0.65,2007
10,3,Landuse_2007.tif,0.02,0.0,0.01,0.18,0.01,0.0,0.77,2007
11,3,Landuse_2007.tif,0.11,0.01,0.0,0.46,0.01,0.01,0.4,2007
12,3,Landuse_2007.tif,0.11,0.0,0.02,0.63,0.01,0.02,0.21,2007
1,4,Landuse_2007.tif,0.24,0.02,0.02,0.01,0.11,0.0,0.59,2007
2,4,Landuse_2007.tif,0.01,0.02,0.1,0.01,0.42,0.0,0.44,2007
3,4,Landuse_2007.tif,0.0,0.0,0.0,0.02,0.85,0.0,0.13,2007
4,4,Landuse_2007.tif,0.0,0.0,0.0,0.18,0.58,0.0,0.24,2007
5,4,Landuse_2007.tif,0.01,0.0,0.01,0.03,0.71,0.0,0.24,2007
6,4,Landuse_2007.tif,0.03,0.0,0.03,0.01,0.47,0.0,0.45,2007
7,4,Landuse_2007.tif,0.02,0.0,0.0,0.02,0.52,0.0,0.44,2007
8,4,Landuse_2007.tif,0.03,0.0,0.01,0.04,0.33,0.01,0.58,2007
9,4,Landuse_2007.tif,0.05,0.0,0.02,0.04,0.05,0.01,0.82,2007
10,4,Landuse_2007.tif,0.02,0.0,0.01,0.03,0.0,0.0,0.93,2007
11,4,Landuse_2007.tif,0.04,0.01,0.01,0.19,0.0,0.02,0.73,2007
12,4,Landuse_2007.tif,0.49,0.02,0.03,0.12,0.0,0.03,0.31,2007
3,5,Landuse_2007.tif,0.0,0.0,0.01,0.02,0.68,0.01,0.28,2007
4,5,Landuse_2007.tif,0.0,0.0,0.0,0.0,0.8,0.0,0.2,2007
5,5,Landuse_2007.tif,0.0,0.0,0.0,0.05,0.67,0.0,0.28,2007
6,5,Landuse_2007.tif,0.01,0.0,0.02,0.15,0.31,0.0,0.52,2007
7,5,Landuse_2007.tif,0.04,0.0,0.01,0.04,0.22,0.01,0.68,2007
8,5,Landuse_2007.tif,0.0,0.0,0.0,0.16,0.31,0.0,0.52,2007
9,5,Landuse_2007.tif,0.01,0.0,0.01,0.38,0.05,0.0,0.54,2007
10,5,Landuse_2007.tif,0.09,0.01,0.02,0.03,0.0,0.02,0.84,2007
11,5,Landuse_2007.tif,0.16,0.05,0.02,0.29,0.0,0.05,0.45,2007
3,6,Landuse_2007.tif,0.04,0.05,0.13,0.03,0.04,0.35,0.35,2007
4,6,Landuse_2007.tif,0.0,0.0,0.0,0.05,0.67,0.03,0.25,2007
5,6,Landuse_2007.tif,0.0,0.0,0.0,0.06,0.63,0.0,0.31,2007
6,6,Landuse_2007.tif,0.0,0.0,0.0,0.35,0.34,0.0,0.3,2007
7,6,Landuse_2007.tif,0.0,0.0,0.0,0.12,0.09,0.0,0.79,2007
8,6,Landuse_2007.tif,0.08,0.0,0.02,0.2,0.01,0.02,0.66,2007
9,6,Landuse_2007.tif,0.0,0.0,0.0,0.56,0.0,0.01,0.43,2007
10,6,Landuse_2007.tif,0.03,0.03,0.04,0.17,0.0,0.35,0.39,2007
11,6,Landuse_2007.tif,0.47,0.07,0.07,0.0,0.0,0.07,0.32,2007
2,7,Landuse_2007.tif,0.28,0.27,0.13,0.0,0.0,0.01,0.31,2007
3,7,Landuse_2007.tif,0.08,0.1,0.12,0.04,0.01,0.21,0.45,2007
4,7,Landuse_2007.tif,0.01,0.02,0.06,0.11,0.08,0.21,0.51,2007
5,7,Landuse_2007.tif,0.0,0.0,0.01,0.17,0.25,0.01,0.56,2007
6,7,Landuse_2007.tif,0.0,0.0,0.0,0.04,0.52,0.0,0.44,2007
7,7,Landuse_2007.tif,0.0,0.0,0.0,0.22,0.27,0.0,0.5,2007
8,7,Landuse_2007.tif,0.01,0.0,0.0,0.37,0.01,0.18,0.43,2007
9,7,Landuse_2007.tif,0.1,0.0,0.03,0.16,0.0,0.24,0.47,2007
10,7,Landuse_2007.tif,0.2,0.01,0.01,0.08,0.0,0.29,0.41,2007
11,7,Landuse_2007.tif,0.69,0.07,0.02,0.0,0.0,0.01,0.21,2007
2,8,Landuse_2007.tif,0.2,0.15,0.03,0.0,0.0,0.0,0.62,2007
3,8,Landuse_2007.tif,0.18,0.15,0.01,0.0,0.0,0.0,0.65,2007
4,8,Landuse_2007.tif,0.25,0.08,0.09,0.0,0.0,0.16,0.42,2007
5,8,Landuse_2007.tif,0.19,0.08,0.23,0.01,0.13,0.02,0.33,2007
6,8,Landuse_2007.tif,0.0,0.0,0.01,0.04,0.61,0.03,0.31,2007
7,8,Landuse_2007.tif,0.12,0.04,0.03,0.03,0.03,0.37,0.36,2007
8,8,Landuse_2007.tif,0.21,0.02,0.01,0.04,0.0,0.39,0.32,2007
9,8,Landuse_2007.tif,0.19,0.01,0.01,0.07,0.0,0.48,0.23,2007
2,9,Landuse_2007.tif,0.1,0.17,0.0,0.0,0.0,0.0,0.73,2007
3,9,Landuse_2007.tif,0.6,0.03,0.0,0.0,0.0,0.0,0.38,2007
4,9,Landuse_2007.tif,0.75,0.02,0.02,0.0,0.0,0.04,0.18,2007
5,9,Landuse_2007.tif,0.42,0.02,0.02,0.19,0.01,0.11,0.23,2007
6,9,Landuse_2007.tif,0.2,0.01,0.02,0.33,0.03,0.18,0.24,2007
7,9,Landuse_2007.tif,0.49,0.03,0.02,0.06,0.07,0.06,0.27,2007
8,9,Landuse_2007.tif,0.68,0.05,0.0,0.0,0.0,0.01,0.26,2007
2,10,Landuse_2007.tif,0.11,0.13,0.05,0.0,0.06,0.01,0.62,2007
3,10,Landuse_2007.tif,0.5,0.03,0.04,0.0,0.04,0.01,0.38,2007
4,10,Landuse_2007.tif,0.78,0.01,0.0,0.0,0.0,0.0,0.21,2007
5,10,Landuse_2007.tif,0.79,0.0,0.01,0.0,0.0,0.0,0.2,2007
2,11,Landuse_2007.tif,0.83,0.0,0.0,0.0,0.0,0.0,0.17,2007
3,11,Landuse_2007.tif,0.82,0.0,0.0,0.0,0.0,0.0,0.18,2007
4,11,Landuse_2007.tif,0.8,0.02,0.0,0.0,0.0,0.0,0.18,2007
2,12,Landuse_2007.tif,0.77,0.02,0.0,0.0,0.0,0.0,0.21,2007
3,12,Landuse_2007.tif,0.72,0.06,0.0,0.0,0.0,0.0,0.22,2007
4,12,Landuse_2007.tif,0.2,0.06,0.01,0.03,0.0,0.01,0.69,2007
2,13,Landuse_2007.tif,0.44,0.03,0.01,0.0,0.0,0.0,0.52,2007
6,0,Landuse_2008.tif,0.0,0.0,0.01,0.2,0.73,0.0,0.05,2008
7,0,Landuse_2008.tif,0.0,0.0,0.0,0.13,0.79,0.01,0.07,2008
10,0,Landuse_2008.tif,0.0,0.01,0.01,0.06,0.29,0.0,0.63,2008
3,1,Landuse_2008.tif,0.01,0.01,0.03,0.22,0.47,0.0,0.26,2008
4,1,Landuse_2008.tif,0.03,0.03,0.02,0.43,0.23,0.0,0.25,2008
5,1,Landuse_2008.tif,0.02,0.02,0.04,0.14,0.58,0.01,0.19,2008
6,1,Landuse_2008.tif,0.01,0.01,0.03,0.02,0.79,0.0,0.14,2008
7,1,Landuse_2008.tif,0.0,0.01,0.04,0.01,0.83,0.0,0.11,2008
8,1,Landuse_2008.tif,0.0,0.01,0.02,0.08,0.75,0.01,0.12,2008
9,1,Landuse_2008.tif,0.01,0.05,0.04,0.0,0.42,0.0,0.48,2008
10,1,Landuse_2008.tif,0.0,0.04,0.04,0.01,0.19,0.0,0.73,2008
3,2,Landuse_2008.tif,0.0,0.0,0.0,0.19,0.47,0.0,0.33,2008
4,2,Landuse_2008.tif,0.01,0.02,0.01,0.41,0.3,0.0,0.24,2008
5,2,Landuse_2008.tif,0.02,0.03,0.02,0.23,0.47,0.0,0.23,2008
6,2,Landuse_2008.tif,0.0,0.0,0.03,0.01,0.79,0.0,0.16,2008
7,2,Landuse_2008.tif,0.0,0.02,0.06,0.31,0.39,0.01,0.21,2008
8,2,Landuse_2008.tif,0.0,0.02,0.06,0.08,0.67,0.0,0.17,2008
9,2,Landuse_2008.tif,0.0,0.05,0.04,0.0,0.27,0.0,0.64,2008
10,2,Landuse_2008.tif,0.0,0.01,0.01,0.16,0.3,0.02,0.5,2008
11,2,Landuse_2008.tif,0.01,0.03,0.0,0.17,0.0,0.31,0.48,2008
0,3,Landuse_2008.tif,0.36,0.12,0.02,0.01,0.04,0.01,0.45,2008
1,3,Landuse_2008.tif,0.02,0.13,0.2,0.01,0.44,0.0,0.19,2008
2,3,Landuse_2008.tif,0.0,0.01,0.09,0.04,0.48,0.01,0.38,2008
3,3,Landuse_2008.tif,0.0,0.0,0.01,0.06,0.63,0.01,0.29,2008
4,3,Landuse_2008.tif,0.0,0.0,0.0,0.33,0.48,0.0,0.19,2008
5,3,Landuse_2008.tif,0.03,0.03,0.01,0.24,0.31,0.0,0.38,2008
6,3,Landuse_2008.tif,0.01,0.03,0.11,0.07,0.33,0.01,0.43,2008
7,3,Landuse_2008.tif,0.01,0.01,0.05,0.11,0.4,0.01,0.41,2008
8,3,Landuse_2008.tif,0.0,0.01,0.0,0.02,0.51,0.0,0.45,2008
9,3,Landuse_2008.tif,0.0,0.0,0.0,0.01,0.34,0.0,0.64,2008
10,3,Landuse_2008.tif,0.02,0.02,0.01,0.19,0.03,0.0,0.74,2008
11,3,Landuse_2008.tif,0.12,0.02,0.0,0.45,0.0,0.01,0.39,2008
12,3,Landuse_2008.tif,0.11,0.04,0.02,0.62,0.0,0.01,0.21,2008
1,4,Landuse_2008.tif,0.18,0.16,0.02,0.01,0.13,0.01,0.49,2008
2,4,Landuse_2008.tif,0.01,0.02,0.02,0.04,0.51,0.0,0.39,2008
3,4,Landuse_2008.tif,0.0,0.0,0.0,0.06,0.81,0.0,0.13,2008
4,4,Landuse_2008.tif,0.0,0.0,0.0,0.35,0.4,0.0,0.24,2008
5,4,Landuse_2008.tif,0.01,0.0,0.06,0.22,0.44,0.03,0.24,2008
6,4,Landuse_2008.tif,0.02,0.04,0.1,0.06,0.34,0.0,0.44,2008
7,4,Landuse_2008.tif,0.01,0.02,0.02,0.03,0.48,0.0,0.44,2008
8,4,Landuse_2008.tif,0.03,0.03,0.02,0.23,0.09,0.01,0.59,2008
9,4,Landuse_2008.tif,0.05,0.04,0.02,0.07,0.02,0.01,0.79,2008
10,4,Landuse_2008.tif,0.01,0.03,0.01,0.02,0.0,0.01,0.92,2008
11,4,Landuse_2008.tif,0.04,0.04,0.01,0.18,0.0,0.02,0.7,2008
12,4,Landuse_2008.tif,0.46,0.08,0.02,0.11,0.0,0.05,0.29,2008
3,5,Landuse_2008.tif,0.0,0.01,0.01,0.01,0.7,0.0,0.27,2008
4,5,Landuse_2008.tif,0.0,0.0,0.0,0.02,0.78,0.0,0.2,2008
5,5,Landuse_2008.tif,0.0,0.0,0.02,0.12,0.56,0.04,0.26,2008
6,5,Landuse_2008.tif,0.01,0.01,0.01,0.09,0.37,0.01,0.5,2008
7,5,Landuse_2008.tif,0.04,0.03,0.01,0.14,0.11,0.01,0.66,2008
8,5,Landuse_2008.tif,0.0,0.0,0.0,0.42,0.03,0.01,0.54,2008
9,5,Landuse_2008.tif,0.01,0.01,0.01,0.39,0.04,0.01,0.53,2008
10,5,Landuse_2008.tif,0.08,0.06,0.01,0.03,0.0,0.02,0.8,2008
11,5,Landuse_2008.tif,0.13,0.06,0.03,0.28,0.0,0.04,0.45,2008
3,6,Landuse_2008.tif,0.02,0.04,0.12,0.05,0.03,0.43,0.31,2008
4,6,Landuse_2008.tif,0.0,0.0,0.0,0.05,0.68,0.02,0.24,2008
5,6,Landuse_2008.tif,0.0,0.0,0.04,0.03,0.64,0.0,0.28,2008
6,6,Landuse_2008.tif,0.0,0.0,0.0,0.09,0.62,0.0,0.29,2008
7,6,Landuse_2008.tif,0.0,0.0,0.01,0.09,0.11,0.0,0.78,2008
8,6,Landuse_2008.tif,0.08,0.04,0.02,0.2,0.01,0.01,0.64,2008
9,6,Landuse_2008.tif,0.0,0.0,0.0,0.54,0.03,0.0,0.42,2008
10,6,Landuse_2008.tif,0.03,0.03,0.03,0.23,0.0,0.29,0.39,2008
11,6,Landuse_2008.tif,0.44,0.1,0.07,0.0,0.0,0.08,0.31,2008
2,7,Landuse_2008.tif,0.32,0.14,0.25,0.0,0.0,0.01,0.28,2008
3,7,Landuse_2008.tif,0.01,0.07,0.17,0.03,0.0,0.25,0.48,2008
4,7,Landuse_2008.tif,0.0,0.03,0.06,0.08,0.08,0.27,0.48,2008
5,7,Landuse_2008.tif,0.0,0.0,0.02,0.17,0.3,0.02,0.48,2008
6,7,Landuse_2008.tif,0.0,0.0,0.02,0.04,0.54,0.0,0.41,2008
7,7,Landuse_2008.tif,0.0,0.0,0.0,0.24,0.26,0.02,0.48,2008
8,7,Landuse_2008.tif,0.01,0.01,0.0,0.33,0.0,0.24,0.41,2008
9,7,Landuse_2008.tif,0.11,0.04,0.02,0.13,0.0,0.2,0.49,2008
10,7,Landuse_2008.tif,0.2,0.03,0.01,0.1,0.0,0.29,0.37,2008
11,7,Landuse_2008.tif,0.69,0.07,0.02,0.0,0.0,0.02,0.19,2008
2,8,Landuse_2008.tif,0.11,0.15,0.11,0.0,0.0,0.01,0.63,2008
3,8,Landuse_2008.tif,0.04,0.14,0.14,0.0,0.0,0.01,0.67,2008
4,8,Landuse_2008.tif,0.22,0.04,0.22,0.0,0.0,0.17,0.36,2008
5,8,Landuse_2008.tif,0.15,0.05,0.27,0.03,0.16,0.05,0.29,2008
6,8,Landuse_2008.tif,0.0,0.0,0.01,0.12,0.55,0.03,0.29,2008
7,8,Landuse_2008.tif,0.05,0.08,0.05,0.03,0.03,0.42,0.34,2008
8,8,Landuse_2008.tif,0.19,0.03,0.03,0.03,0.0,0.44,0.28,2008
9,8,Landuse_2008.tif,0.19,0.04,0.02,0.13,0.0,0.41,0.21,2008
2,9,Landuse_2008.tif,0.02,0.1,0.06,0.0,0.01,0.02,0.8,2008
3,9,Landuse_2008.tif,0.51,0.09,0.01,0.0,0.0,0.0,0.39,2008
4,9,Landuse_2008.tif,0.7,0.04,0.02,0.0,0.0,0.07,0.17,2008
5,9,Landuse_2008.tif,0.36,0.02,0.06,0.2,0.0,0.13,0.22,2008
6,9,Landuse_2008.tif,0.19,0.01,0.01,0.38,0.0,0.14,0.27,2008
7,9,Landuse_2008.tif,0.44,0.06,0.03,0.11,0.0,0.07,0.28,2008
8,9,Landuse_2008.tif,0.66,0.04,0.03,0.0,0.0,0.01,0.27,2008
2,10,Landuse_2008.tif,0.09,0.06,0.03,0.05,0.16,0.04,0.58,2008
3,10,Landuse_2008.tif,0.45,0.06,0.03,0.02,0.04,0.03,0.37,2008
4,10,Landuse_2008.tif,0.77,0.02,0.0,0.0,0.0,0.01,0.21,2008
5,10,Landuse_2008.tif,0.78,0.01,0.01,0.0,0.0,0.0,0.21,2008
2,11,Landuse_2008.tif,0.8,0.03,0.0,0.0,0.0,0.0,0.17,2008
3,11,Landuse_2008.tif,0.82,0.0,0.0,0.0,0.0,0.0,0.18,2008
4,11,Landuse_2008.tif,0.81,0.02,0.0,0.0,0.0,0.0,0.17,2008
2,12,Landuse_2008.tif,0.75,0.03,0.0,0.0,0.0,0.0,0.21,2008
3,12,Landuse_2008.tif,0.73,0.05,0.0,0.0,0.0,0.0,0.22,2008
4,12,Landuse_2008.tif,0.21,0.09,0.01,0.01,0.0,0.01,0.67,2008
2,13,Landuse_2008.tif,0.42,0.06,0.0,0.01,0.0,0.01,0.5,2008
6,0,Landuse_2009.tif,0.0,0.0,0.0,0.4,0.42,0.01,0.17,2009
7,0,Landuse_2009.tif,0.0,0.0,0.0,0.21,0.56,0.0,0.22,2009
10,0,Landuse_2009.tif,0.0,0.0,0.0,0.03,0.17,0.0,0.79,2009
3,1,Landuse_2009.tif,0.01,0.0,0.02,0.3,0.4,0.0,0.27,2009
4,1,Landuse_2009.tif,0.04,0.0,0.01,0.43,0.24,0.0,0.28,2009
5,1,Landuse_2009.tif,0.01,0.0,0.01,0.31,0.45,0.0,0.22,2009
6,1,Landuse_2009.tif,0.0,0.0,0.0,0.08,0.68,0.0,0.24,2009
7,1,Landuse_2009.tif,0.0,0.0,0.0,0.03,0.52,0.0,0.46,2009
8,1,Landuse_2009.tif,0.0,0.0,0.01,0.11,0.56,0.01,0.31,2009
9,1,Landuse_2009.tif,0.0,0.0,0.05,0.0,0.39,0.0,0.55,2009
10,1,Landuse_2009.tif,0.0,0.0,0.03,0.01,0.15,0.0,0.81,2009
3,2,Landuse_2009.tif,0.0,0.0,0.0,0.2,0.46,0.0,0.35,2009
4,2,Landuse_2009.tif,0.01,0.0,0.02,0.45,0.27,0.0,0.25,2009
5,2,Landuse_2009.tif,0.02,0.0,0.02,0.35,0.35,0.0,0.27,2009
6,2,Landuse_2009.tif,0.0,0.0,0.01,0.07,0.77,0.0,0.16,2009
