x_coord,y_coord,image_source,inland_aquaculture,shrimp_rice_farming,single_rice_cropping,triple_rice_cropping,double_rice_cropping_dry,double_rice_cropping_rain,others,year
4,11,Landuse_2016.tif,0.81,0.0,0.0,0.0,0.0,0.0,0.18,2016
2,12,Landuse_2016.tif,0.62,0.11,0.0,0.01,0.0,0.0,0.26,2016
3,12,Landuse_2016.tif,0.7,0.05,0.0,0.0,0.0,0.0,0.24,2016
4,12,Landuse_2016.tif,0.44,0.03,0.0,0.01,0.0,0.0,0.51,2016
2,13,Landuse_2016.tif,0.37,0.09,0.0,0.01,0.0,0.0,0.53,2016
6,0,Landuse_2017.tif,0.0,0.0,0.0,0.19,0.66,0.0,0.15,2017
7,0,Landuse_2017.tif,0.0,0.0,0.0,0.04,0.77,0.0,0.19,2017
10,0,Landuse_2017.tif,0.0,0.0,0.01,0.1,0.2,0.0,0.69,2017
3,1,Landuse_2017.tif,0.01,0.0,0.02,0.33,0.48,0.0,0.16,2017
4,1,Landuse_2017.tif,0.03,0.0,0.01,0.34,0.36,0.0,0.25,2017
5,1,Landuse_2017.tif,0.05,0.01,0.01,0.22,0.51,0.0,0.2,2017
6,1,Landuse_2017.tif,0.0,0.0,0.01,0.18,0.56,0.0,0.26,2017
7,1,Landuse_2017.tif,0.0,0.0,0.0,0.02,0.53,0.0,0.45,2017
8,1,Landuse_2017.tif,0.0,0.0,0.0,0.02,0.69,0.0,0.29,2017
9,1,Landuse_2017.tif,0.0,0.0,0.01,0.01,0.5,0.0,0.48,2017
10,1,Landuse_2017.tif,0.0,0.0,0.0,0.02,0.21,0.0,0.76,2017
3,2,Landuse_2017.tif,0.0,0.0,0.0,0.49,0.21,0.0,0.3,2017
4,2,Landuse_2017.tif,0.01,0.0,0.01,0.64,0.14,0.0,0.2,2017
5,2,Landuse_2017.tif,0.02,0.0,0.01,0.37,0.28,0.0,0.32,2017
6,2,Landuse_2017.tif,0.0,0.0,0.0,0.35,0.4,0.0,0.25,2017
7,2,Landuse_2017.tif,0.0,0.0,0.0,0.56,0.17,0.0,0.27,2017
8,2,Landuse_2017.tif,0.0,0.0,0.0,0.23,0.37,0.0,0.39,2017
9,2,Landuse_2017.tif,0.0,0.0,0.0,0.06,0.26,0.0,0.67,2017
10,2,Landuse_2017.tif,0.0,0.0,0.0,0.23,0.16,0.0,0.61,2017
11,2,Landuse_2017.tif,0.01,0.0,0.07,0.47,0.03,0.0,0.42,2017
0,3,Landuse_2017.tif,0.46,0.01,0.03,0.09,0.0,0.04,0.36,2017
1,3,Landuse_2017.tif,0.01,0.0,0.0,0.3,0.02,0.04,0.63,2017
2,3,Landuse_2017.tif,0.0,0.0,0.0,0.28,0.25,0.0,0.46,2017
3,3,Landuse_2017.tif,0.0,0.0,0.0,0.4,0.3,0.0,0.3,2017
4,3,Landuse_2017.tif,0.0,0.0,0.0,0.81,0.05,0.0,0.14,2017
5,3,Landuse_2017.tif,0.04,0.0,0.01,0.44,0.15,0.0,0.37,2017
6,3,Landuse_2017.tif,0.02,0.0,0.01,0.16,0.33,0.0,0.48,2017
7,3,Landuse_2017.tif,0.01,0.0,0.0,0.32,0.19,0.0,0.48,2017
8,3,Landuse_2017.tif,0.01,0.0,0.0,0.4,0.0,0.0,0.58,2017
9,3,Landuse_2017.tif,0.0,0.0,0.0,0.26,0.0,0.0,0.73,2017
10,3,Landuse_2017.tif,0.04,0.0,0.03,0.04,0.0,0.02,0.87,2017
11,3,Landuse_2017.tif,0.11,0.0,0.1,0.23,0.01,0.02,0.52,2017
12,3,Landuse_2017.tif,0.11,0.0,0.04,0.47,0.0,0.06,0.33,2017
1,4,Landuse_2017.tif,0.24,0.01,0.02,0.03,0.0,0.14,0.56,2017
2,4,Landuse_2017.tif,0.0,0.0,0.0,0.21,0.0,0.17,0.62,2017
3,4,Landuse_2017.tif,0.0,0.0,0.0,0.86,0.01,0.02,0.12,2017
4,4,Landuse_2017.tif,0.0,0.0,0.0,0.82,0.0,0.0,0.18,2017
5,4,Landuse_2017.tif,0.01,0.0,0.0,0.74,0.04,0.0,0.21,2017
6,4,Landuse_2017.tif,0.02,0.0,0.01,0.22,0.2,0.0,0.54,2017
7,4,Landuse_2017.tif,0.02,0.0,0.01,0.44,0.1,0.0,0.44,2017
8,4,Landuse_2017.tif,0.04,0.0,0.01,0.33,0.0,0.0,0.62,2017
9,4,Landuse_2017.tif,0.06,0.0,0.01,0.12,0.0,0.0,0.81,2017
10,4,Landuse_2017.tif,0.02,0.0,0.0,0.03,0.0,0.0,0.94,2017
11,4,Landuse_2017.tif,0.05,0.0,0.02,0.1,0.0,0.01,0.81,2017
12,4,Landuse_2017.tif,0.42,0.01,0.07,0.1,0.0,0.03,0.37,2017
3,5,Landuse_2017.tif,0.0,0.0,0.01,0.54,0.0,0.15,0.3,2017
4,5,Landuse_2017.tif,0.0,0.0,0.0,0.85,0.0,0.0,0.15,2017
5,5,Landuse_2017.tif,0.0,0.0,0.0,0.76,0.02,0.0,0.22,2017
6,5,Landuse_2017.tif,0.01,0.0,0.0,0.49,0.0,0.0,0.49,2017
7,5,Landuse_2017.tif,0.05,0.0,0.01,0.23,0.0,0.0,0.71,2017
8,5,Landuse_2017.tif,0.0,0.0,0.0,0.49,0.0,0.0,0.51,2017
9,5,Landuse_2017.tif,0.01,0.0,0.0,0.5,0.0,0.0,0.49,2017
10,5,Landuse_2017.tif,0.09,0.0,0.01,0.06,0.0,0.0,0.83,2017
11,5,Landuse_2017.tif,0.12,0.01,0.06,0.24,0.0,0.05,0.52,2017
3,6,Landuse_2017.tif,0.14,0.05,0.24,0.05,0.0,0.25,0.26,2017
4,6,Landuse_2017.tif,0.0,0.0,0.0,0.56,0.03,0.08,0.33,2017
5,6,Landuse_2017.tif,0.0,0.0,0.0,0.67,0.04,0.0,0.3,2017
6,6,Landuse_2017.tif,0.0,0.0,0.0,0.53,0.04,0.0,0.43,2017
7,6,Landuse_2017.tif,0.0,0.0,0.0,0.12,0.0,0.0,0.87,2017
8,6,Landuse_2017.tif,0.08,0.0,0.01,0.26,0.0,0.0,0.64,2017
9,6,Landuse_2017.tif,0.0,0.0,0.0,0.74,0.0,0.0,0.26,2017
10,6,Landuse_2017.tif,0.04,0.0,0.05,0.48,0.0,0.06,0.37,2017
11,6,Landuse_2017.tif,0.52,0.02,0.11,0.03,0.0,0.03,0.3,2017
2,7,Landuse_2017.tif,0.75,0.07,0.1,0.0,0.0,0.0,0.07,2017
3,7,Landuse_2017.tif,0.13,0.06,0.13,0.04,0.01,0.26,0.36,2017
4,7,Landuse_2017.tif,0.25,0.02,0.04,0.09,0.0,0.22,0.39,2017
5,7,Landuse_2017.tif,0.0,0.0,0.0,0.26,0.04,0.08,0.62,2017
6,7,Landuse_2017.tif,0.0,0.0,0.0,0.46,0.07,0.0,0.47,2017
7,7,Landuse_2017.tif,0.0,0.0,0.0,0.54,0.0,0.0,0.46,2017
8,7,Landuse_2017.tif,0.01,0.0,0.0,0.49,0.0,0.13,0.36,2017
9,7,Landuse_2017.tif,0.11,0.0,0.02,0.22,0.0,0.08,0.56,2017
10,7,Landuse_2017.tif,0.24,0.0,0.04,0.34,0.0,0.1,0.28,2017
11,7,Landuse_2017.tif,0.74,0.01,0.05,0.0,0.0,0.02,0.18,2017
2,8,Landuse_2017.tif,0.43,0.04,0.01,0.01,0.0,0.01,0.51,2017
3,8,Landuse_2017.tif,0.25,0.09,0.1,0.0,0.01,0.04,0.51,2017
4,8,Landuse_2017.tif,0.62,0.11,0.12,0.0,0.0,0.01,0.14,2017
5,8,Landuse_2017.tif,0.36,0.05,0.06,0.22,0.0,0.15,0.16,2017
6,8,Landuse_2017.tif,0.0,0.0,0.0,0.7,0.0,0.04,0.26,2017
7,8,Landuse_2017.tif,0.18,0.03,0.01,0.33,0.0,0.25,0.21,2017
8,8,Landuse_2017.tif,0.31,0.01,0.01,0.01,0.0,0.52,0.14,2017
9,8,Landuse_2017.tif,0.18,0.01,0.03,0.01,0.0,0.5,0.27,2017
2,9,Landuse_2017.tif,0.18,0.01,0.02,0.05,0.01,0.09,0.64,2017
3,9,Landuse_2017.tif,0.73,0.02,0.01,0.0,0.0,0.0,0.23,2017
4,9,Landuse_2017.tif,0.87,0.02,0.04,0.01,0.0,0.01,0.06,2017
5,9,Landuse_2017.tif,0.45,0.02,0.03,0.33,0.0,0.05,0.13,2017
6,9,Landuse_2017.tif,0.22,0.0,0.02,0.45,0.0,0.11,0.2,2017
7,9,Landuse_2017.tif,0.54,0.02,0.04,0.01,0.0,0.19,0.19,2017
8,9,Landuse_2017.tif,0.76,0.01,0.03,0.0,0.0,0.0,0.2,2017
2,10,Landuse_2017.tif,0.08,0.01,0.01,0.29,0.0,0.27,0.34,2017
3,10,Landuse_2017.tif,0.58,0.02,0.02,0.1,0.0,0.06,0.23,2017
4,10,Landuse_2017.tif,0.89,0.0,0.02,0.0,0.0,0.01,0.08,2017
5,10,Landuse_2017.tif,0.98,0.0,0.0,0.0,0.0,0.0,0.02,2017
2,11,Landuse_2017.tif,0.95,0.0,0.0,0.0,0.0,0.0,0.04,2017
3,11,Landuse_2017.tif,0.97,0.0,0.0,0.0,0.0,0.0,0.03,2017
4,11,Landuse_2017.tif,0.92,0.0,0.01,0.01,0.0,0.02,0.05,2017
2,12,Landuse_2017.tif,0.64,0.01,0.1,0.03,0.0,0.01,0.21,2017
3,12,Landuse_2017.tif,0.65,0.02,0.1,0.0,0.0,0.01,0.22,2017
4,12,Landuse_2017.tif,0.38,0.03,0.05,0.02,0.0,0.04,0.48,2017
2,13,Landuse_2017.tif,0.24,0.05,0.1,0.02,0.0,0.04,0.55,2017
6,0,Landuse_2018.tif,0.0,0.0,0.0,0.16,0.67,0.0,0.16,2018
7,0,Landuse_2018.tif,0.0,0.0,0.0,0.06,0.73,0.0,0.2,2018
10,0,Landuse_2018.tif,0.0,0.0,0.0,0.08,0.25,0.0,0.67,2018
3,1,Landuse_2018.tif,0.0,0.01,0.01,0.35,0.35,0.0,0.28,2018
4,1,Landuse_2018.tif,0.04,0.01,0.02,0.37,0.27,0.01,0.28,2018
5,1,Landuse_2018.tif,0.03,0.05,0.01,0.27,0.48,0.0,0.16,2018
6,1,Landuse_2018.tif,0.0,0.02,0.0,0.28,0.47,0.0,0.23,2018
7,1,Landuse_2018.tif,0.0,0.01,0.0,0.1,0.44,0.0,0.44,2018
8,1,Landuse_2018.tif,0.0,0.0,0.0,0.07,0.62,0.0,0.3,2018
9,1,Landuse_2018.tif,0.0,0.0,0.0,0.01,0.54,0.0,0.46,2018
10,1,Landuse_2018.tif,0.0,0.0,0.0,0.01,0.24,0.0,0.74,2018
3,2,Landuse_2018.tif,0.0,0.0,0.01,0.43,0.21,0.03,0.32,2018
4,2,Landuse_2018.tif,0.02,0.01,0.02,0.53,0.16,0.01,0.25,2018
5,2,Landuse_2018.tif,0.02,0.01,0.02,0.3,0.33,0.01,0.33,2018
6,2,Landuse_2018.tif,0.0,0.0,0.0,0.57,0.26,0.0,0.16,2018
7,2,Landuse_2018.tif,0.0,0.0,0.0,0.67,0.1,0.0,0.23,2018
8,2,Landuse_2018.tif,0.0,0.0,0.0,0.37,0.27,0.0,0.36,2018
9,2,Landuse_2018.tif,0.0,0.0,0.0,0.08,0.31,0.0,0.61,2018
10,2,Landuse_2018.tif,0.0,0.0,0.0,0.19,0.21,0.0,0.6,2018
11,2,Landuse_2018.tif,0.01,0.01,0.01,0.36,0.02,0.09,0.5,2018
0,3,Landuse_2018.tif,0.61,0.05,0.01,0.02,0.12,0.0,0.19,2018
1,3,Landuse_2018.tif,0.01,0.01,0.0,0.39,0.47,0.0,0.12,2018
2,3,Landuse_2018.tif,0.0,0.0,0.01,0.31,0.34,0.0,0.34,2018
3,3,Landuse_2018.tif,0.0,0.0,0.0,0.3,0.4,0.0,0.29,2018
4,3,Landuse_2018.tif,0.0,0.0,0.0,0.73,0.06,0.02,0.18,2018
5,3,Landuse_2018.tif,0.05,0.01,0.01,0.38,0.11,0.0,0.44,2018
6,3,Landuse_2018.tif,0.01,0.01,0.01,0.22,0.23,0.01,0.52,2018
7,3,Landuse_2018.tif,0.01,0.0,0.0,0.38,0.14,0.0,0.46,2018
8,3,Landuse_2018.tif,0.01,0.0,0.01,0.41,0.07,0.0,0.49,2018
9,3,Landuse_2018.tif,0.01,0.0,0.0,0.23,0.08,0.0,0.68,2018
10,3,Landuse_2018.tif,0.05,0.0,0.01,0.01,0.01,0.0,0.92,2018
11,3,Landuse_2018.tif,0.13,0.01,0.0,0.24,0.0,0.0,0.62,2018
12,3,Landuse_2018.tif,0.11,0.01,0.02,0.59,0.03,0.01,0.23,2018
1,4,Landuse_2018.tif,0.19,0.04,0.05,0.3,0.14,0.01,0.27,2018
2,4,Landuse_2018.tif,0.0,0.0,0.0,0.25,0.42,0.0,0.31,2018
3,4,Landuse_2018.tif,0.0,0.0,0.0,0.24,0.63,0.0,0.12,2018
4,4,Landuse_2018.tif,0.0,0.0,0.0,0.67,0.07,0.01,0.25,2018
5,4,Landuse_2018.tif,0.01,0.0,0.0,0.43,0.29,0.0,0.27,2018
6,4,Landuse_2018.tif,0.02,0.01,0.01,0.17,0.19,0.0,0.6,2018
7,4,Landuse_2018.tif,0.03,0.01,0.01,0.36,0.11,0.0,0.49,2018
8,4,Landuse_2018.tif,0.04,0.0,0.01,0.32,0.02,0.0,0.6,2018
9,4,Landuse_2018.tif,0.06,0.01,0.02,0.08,0.01,0.01,0.82,2018
10,4,Landuse_2018.tif,0.02,0.01,0.01,0.01,0.0,0.0,0.94,2018
11,4,Landuse_2018.tif,0.06,0.02,0.01,0.14,0.0,0.01,0.76,2018
12,4,Landuse_2018.tif,0.54,0.05,0.01,0.11,0.0,0.01,0.29,2018
3,5,Landuse_2018.tif,0.0,0.0,0.0,0.22,0.49,0.0,0.28,2018
4,5,Landuse_2018.tif,0.0,0.0,0.0,0.55,0.25,0.01,0.19,2018
5,5,Landuse_2018.tif,0.0,0.0,0.0,0.37,0.33,0.01,0.28,2018
6,5,Landuse_2018.tif,0.01,0.0,0.0,0.2,0.22,0.0,0.57,2018
7,5,Landuse_2018.tif,0.05,0.01,0.01,0.18,0.02,0.01,0.74,2018
8,5,Landuse_2018.tif,0.0,0.0,0.0,0.37,0.02,0.0,0.61,2018
9,5,Landuse_2018.tif,0.01,0.0,0.01,0.38,0.04,0.0,0.56,2018
10,5,Landuse_2018.tif,0.1,0.01,0.01,0.03,0.0,0.01,0.83,2018
11,5,Landuse_2018.tif,0.19,0.02,0.01,0.23,0.0,0.01,0.55,2018
3,6,Landuse_2018.tif,0.06,0.07,0.38,0.1,0.03,0.13,0.25,2018
4,6,Landuse_2018.tif,0.0,0.0,0.0,0.16,0.59,0.01,0.24,2018
5,6,Landuse_2018.tif,0.0,0.0,0.0,0.27,0.43,0.0,0.3,2018
6,6,Landuse_2018.tif,0.0,0.0,0.0,0.3,0.39,0.0,0.31,2018
7,6,Landuse_2018.tif,0.0,0.0,0.0,0.05,0.07,0.0,0.88,2018
8,6,Landuse_2018.tif,0.09,0.01,0.02,0.19,0.0,0.01,0.67,2018
9,6,Landuse_2018.tif,0.0,0.0,0.0,0.54,0.0,0.0,0.46,2018
10,6,Landuse_2018.tif,0.06,0.03,0.02,0.47,0.0,0.05,0.37,2018
11,6,Landuse_2018.tif,0.67,0.07,0.01,0.03,0.0,0.03,0.19,2018
2,7,Landuse_2018.tif,0.52,0.16,0.23,0.0,0.0,0.0,0.09,2018
3,7,Landuse_2018.tif,0.02,0.03,0.3,0.07,0.01,0.1,0.46,2018
4,7,Landuse_2018.tif,0.29,0.05,0.04,0.13,0.16,0.08,0.24,2018
5,7,Landuse_2018.tif,0.0,0.0,0.02,0.19,0.45,0.0,0.34,2018
6,7,Landuse_2018.tif,0.0,0.0,0.0,0.04,0.56,0.0,0.39,2018
7,7,Landuse_2018.tif,0.0,0.0,0.0,0.23,0.31,0.0,0.46,2018
8,7,Landuse_2018.tif,0.01,0.0,0.0,0.57,0.01,0.0,0.42,2018
9,7,Landuse_2018.tif,0.1,0.01,0.02,0.23,0.0,0.03,0.6,2018
10,7,Landuse_2018.tif,0.29,0.02,0.01,0.34,0.0,0.04,0.31,2018
11,7,Landuse_2018.tif,0.8,0.03,0.0,0.0,0.0,0.0,0.16,2018
2,8,Landuse_2018.tif,0.33,0.15,0.03,0.0,0.0,0.0,0.47,2018
3,8,Landuse_2018.tif,0.1,0.29,0.14,0.0,0.0,0.01,0.46,2018
4,8,Landuse_2018.tif,0.62,0.08,0.15,0.0,0.0,0.07,0.08,2018
5,8,Landuse_2018.tif,0.13,0.03,0.3,0.01,0.25,0.06,0.23,2018
6,8,Landuse_2018.tif,0.0,0.0,0.0,0.09,0.62,0.0,0.29,2018
7,8,Landuse_2018.tif,0.17,0.05,0.02,0.4,0.06,0.06,0.23,2018
8,8,Landuse_2018.tif,0.33,0.02,0.0,0.43,0.01,0.02,0.19,2018
9,8,Landuse_2018.tif,0.22,0.01,0.01,0.37,0.0,0.09,0.29,2018
2,9,Landuse_2018.tif,0.11,0.06,0.03,0.06,0.04,0.02,0.68,2018
3,9,Landuse_2018.tif,0.71,0.09,0.0,0.0,0.0,0.0,0.19,2018
4,9,Landuse_2018.tif,0.88,0.04,0.02,0.0,0.0,0.03,0.03,2018
5,9,Landuse_2018.tif,0.45,0.02,0.04,0.29,0.04,0.01,0.15,2018
6,9,Landuse_2018.tif,0.26,0.01,0.01,0.49,0.02,0.01,0.2,2018
7,9,Landuse_2018.tif,0.59,0.02,0.02,0.16,0.02,0.01,0.18,2018
8,9,Landuse_2018.tif,0.77,0.04,0.0,0.0,0.0,0.0,0.18,2018
2,10,Landuse_2018.tif,0.13,0.02,0.03,0.05,0.4,0.01,0.37,2018
3,10,Landuse_2018.tif,0.6,0.06,0.01,0.01,0.11,0.01,0.2,2018
4,10,Landuse_2018.tif,0.93,0.01,0.0,0.0,0.0,0.0,0.06,2018
5,10,Landuse_2018.tif,0.98,0.01,0.0,0.0,0.0,0.0,0.01,2018
2,11,Landuse_2018.tif,0.97,0.01,0.0,0.0,0.0,0.0,0.01,2018
3,11,Landuse_2018.tif,0.99,0.0,0.0,0.0,0.0,0.0,0.01,2018
4,11,Landuse_2018.tif,0.91,0.02,0.0,0.0,0.0,0.0,0.06,2018
2,12,Landuse_2018.tif,0.65,0.17,0.0,0.0,0.0,0.0,0.17,2018
3,12,Landuse_2018.tif,0.65,0.14,0.0,0.0,0.0,0.0,0.21,2018
4,12,Landuse_2018.tif,0.32,0.14,0.01,0.02,0.0,0.01,0.51,2018
2,13,Landuse_2018.tif,0.25,0.34,0.0,0.01,0.0,0.0,0.39,2018
6,0,Landuse_2019.tif,0.0,0.0,0.0,0.48,0.35,0.0,0.17,2019
7,0,Landuse_2019.tif,0.0,0.0,0.0,0.32,0.47,0.0,0.2,2019
10,0,Landuse_2019.tif,0.0,0.0,0.01,0.05,0.2,0.0,0.74,2019
3,1,Landuse_2019.tif,0.0,0.0,0.0,0.42,0.28,0.0,0.3,2019
4,1,Landuse_2019.tif,0.04,0.01,0.02,0.47,0.17,0.01,0.29,2019
5,1,Landuse_2019.tif,0.03,0.02,0.01,0.52,0.22,0.01,0.2,2019
6,1,Landuse_2019.tif,0.01,0.0,0.0,0.41,0.33,0.0,0.24,2019
7,1,Landuse_2019.tif,0.01,0.0,0.0,0.18,0.36,0.0,0.45,2019
8,1,Landuse_2019.tif,0.0,0.0,0.0,0.07,0.62,0.0,0.31,2019
9,1,Landuse_2019.tif,0.0,0.0,0.0,0.03,0.48,0.0,0.49,2019
10,1,Landuse_2019.tif,0.0,0.0,0.01,0.02,0.21,0.0,0.76,2019
3,2,Landuse_2019.tif,0.0,0.0,0.0,0.58,0.09,0.02,0.31,2019
4,2,Landuse_2019.tif,0.02,0.01,0.02,0.56,0.1,0.03,0.26,2019
5,2,Landuse_2019.tif,0.02,0.0,0.02,0.53,0.11,0.01,0.31,2019
6,2,Landuse_2019.tif,0.0,0.0,0.0,0.74,0.09,0.0,0.17,2019
7,2,Landuse_2019.tif,0.0,0.0,0.0,0.7,0.06,0.0,0.24,2019
8,2,Landuse_2019.tif,0.0,0.0,0.0,0.48,0.16,0.0,0.36,2019
9,2,Landuse_2019.tif,0.0,0.0,0.0,0.07,0.27,0.0,0.66,2019
10,2,Landuse_2019.tif,0.0,0.0,0.01,0.21,0.13,0.0,0.64,2019
11,2,Landuse_2019.tif,0.01,0.01,0.01,0.37,0.02,0.1,0.49,2019
0,3,Landuse_2019.tif,0.55,0.03,0.1,0.01,0.04,0.01,0.27,2019
1,3,Landuse_2019.tif,0.01,0.0,0.1,0.21,0.52,0.04,0.12,2019
2,3,Landuse_2019.tif,0.0,0.0,0.01,0.46,0.18,0.02,0.34,2019
3,3,Landuse_2019.tif,0.0,0.0,0.0,0.54,0.15,0.01,0.3,2019
4,3,Landuse_2019.tif,0.0,0.0,0.0,0.75,0.07,0.0,0.18,2019
5,3,Landuse_2019.tif,0.05,0.01,0.01,0.38,0.09,0.0,0.46,2019
6,3,Landuse_2019.tif,0.01,0.01,0.01,0.22,0.21,0.01,0.53,2019
7,3,Landuse_2019.tif,0.02,0.0,0.01,0.46,0.04,0.0,0.48,2019
8,3,Landuse_2019.tif,0.01,0.0,0.0,0.29,0.14,0.0,0.55,2019
9,3,Landuse_2019.tif,0.01,0.0,0.0,0.04,0.23,0.0,0.71,2019
10,3,Landuse_2019.tif,0.04,0.0,0.01,0.01,0.01,0.01,0.93,2019
11,3,Landuse_2019.tif,0.13,0.01,0.0,0.2,0.0,0.01,0.66,2019
12,3,Landuse_2019.tif,0.11,0.0,0.01,0.54,0.01,0.02,0.31,2019
1,4,Landuse_2019.tif,0.17,0.04,0.12,0.05,0.14,0.21,0.28,2019
2,4,Landuse_2019.tif,0.0,0.0,0.2,0.03,0.36,0.1,0.32,2019
3,4,Landuse_2019.tif,0.0,0.0,0.01,0.26,0.61,0.0,0.13,2019
4,4,Landuse_2019.tif,0.0,0.0,0.0,0.61,0.14,0.0,0.25,2019
5,4,Landuse_2019.tif,0.01,0.0,0.0,0.63,0.1,0.0,0.27,2019
6,4,Landuse_2019.tif,0.03,0.01,0.01,0.19,0.16,0.0,0.6,2019
7,4,Landuse_2019.tif,0.03,0.0,0.0,0.19,0.27,0.0,0.51,2019
8,4,Landuse_2019.tif,0.05,0.0,0.01,0.29,0.04,0.0,0.61,2019
9,4,Landuse_2019.tif,0.05,0.0,0.02,0.07,0.01,0.01,0.84,2019
10,4,Landuse_2019.tif,0.02,0.01,0.01,0.01,0.0,0.01,0.94,2019
11,4,Landuse_2019.tif,0.06,0.01,0.01,0.11,0.01,0.01,0.79,2019
12,4,Landuse_2019.tif,0.52,0.02,0.0,0.09,0.0,0.02,0.34,2019
3,5,Landuse_2019.tif,0.0,0.0,0.09,0.09,0.44,0.1,0.28,2019
4,5,Landuse_2019.tif,0.0,0.0,0.0,0.37,0.43,0.0,0.2,2019
5,5,Landuse_2019.tif,0.0,0.0,0.0,0.58,0.12,0.0,0.3,2019
6,5,Landuse_2019.tif,0.01,0.0,0.0,0.33,0.09,0.0,0.58,2019
7,5,Landuse_2019.tif,0.06,0.0,0.01,0.15,0.04,0.0,0.74,2019
8,5,Landuse_2019.tif,0.0,0.0,0.0,0.38,0.01,0.0,0.61,2019
9,5,Landuse_2019.tif,0.01,0.0,0.01,0.4,0.01,0.0,0.57,2019
10,5,Landuse_2019.tif,0.08,0.0,0.02,0.04,0.01,0.01,0.84,2019
11,5,Landuse_2019.tif,0.17,0.02,0.01,0.2,0.0,0.01,0.59,2019
3,6,Landuse_2019.tif,0.14,0.05,0.28,0.07,0.02,0.21,0.23,2019
4,6,Landuse_2019.tif,0.0,0.0,0.0,0.17,0.56,0.02,0.25,2019
5,6,Landuse_2019.tif,0.0,0.0,0.0,0.24,0.47,0.0,0.29,2019
6,6,Landuse_2019.tif,0.0,0.0,0.0,0.14,0.53,0.0,0.33,2019
7,6,Landuse_2019.tif,0.0,0.0,0.0,0.06,0.03,0.0,0.91,2019
8,6,Landuse_2019.tif,0.08,0.0,0.03,0.2,0.0,0.01,0.67,2019
9,6,Landuse_2019.tif,0.0,0.0,0.0,0.54,0.0,0.0,0.46,2019
10,6,Landuse_2019.tif,0.04,0.02,0.02,0.5,0.0,0.02,0.4,2019
11,6,Landuse_2019.tif,0.63,0.03,0.01,0.01,0.0,0.03,0.29,2019
2,7,Landuse_2019.tif,0.8,0.08,0.08,0.0,0.0,0.0,0.04,2019
3,7,Landuse_2019.tif,0.1,0.07,0.15,0.09,0.0,0.14,0.45,2019
4,7,Landuse_2019.tif,0.34,0.04,0.07,0.13,0.1,0.09,0.23,2019
5,7,Landuse_2019.tif,0.0,0.0,0.04,0.17,0.45,0.01,0.33,2019
6,7,Landuse_2019.tif,0.0,0.0,0.0,0.02,0.57,0.0,0.4,2019
7,7,Landuse_2019.tif,0.0,0.0,0.0,0.21,0.3,0.01,0.49,2019
8,7,Landuse_2019.tif,0.01,0.0,0.0,0.56,0.0,0.01,0.42,2019
9,7,Landuse_2019.tif,0.1,0.0,0.02,0.22,0.0,0.02,0.63,2019
10,7,Landuse_2019.tif,0.28,0.01,0.01,0.36,0.0,0.01,0.33,2019
11,7,Landuse_2019.tif,0.76,0.01,0.0,0.01,0.0,0.0,0.22,2019
2,8,Landuse_2019.tif,0.45,0.07,0.01,0.01,0.0,0.0,0.46,2019
3,8,Landuse_2019.tif,0.37,0.17,0.03,0.0,0.0,0.02,0.41,2019
4,8,Landuse_2019.tif,0.71,0.07,0.11,0.02,0.0,0.03,0.05,2019
5,8,Landuse_2019.tif,0.12,0.02,0.12,0.0,0.23,0.29,0.22,2019
6,8,Landuse_2019.tif,0.0,0.0,0.0,0.12,0.59,0.0,0.29,2019
7,8,Landuse_2019.tif,0.19,0.04,0.01,0.38,0.05,0.1,0.23,2019
8,8,Landuse_2019.tif,0.34,0.02,0.03,0.11,0.01,0.32,0.18,2019
9,8,Landuse_2019.tif,0.22,0.02,0.02,0.22,0.0,0.22,0.31,2019
2,9,Landuse_2019.tif,0.15,0.03,0.02,0.06,0.01,0.04,0.69,2019
3,9,Landuse_2019.tif,0.78,0.03,0.0,0.0,0.0,0.0,0.19,2019
4,9,Landuse_2019.tif,0.91,0.03,0.01,0.01,0.0,0.02,0.03,2019
5,9,Landuse_2019.tif,0.47,0.01,0.02,0.29,0.02,0.03,0.15,2019
6,9,Landuse_2019.tif,0.26,0.0,0.02,0.47,0.02,0.01,0.21,2019
7,9,Landuse_2019.tif,0.58,0.02,0.03,0.08,0.01,0.07,0.2,2019
8,9,Landuse_2019.tif,0.75,0.03,0.0,0.0,0.0,0.0,0.22,2019
2,10,Landuse_2019.tif,0.12,0.02,0.2,0.06,0.21,0.02,0.37,2019
3,10,Landuse_2019.tif,0.62,0.04,0.05,0.01,0.05,0.02,0.21,2019
4,10,Landuse_2019.tif,0.93,0.0,0.0,0.0,0.0,0.0,0.06,2019
5,10,Landuse_2019.tif,0.98,0.01,0.0,0.0,0.0,0.0,0.01,2019
2,11,Landuse_2019.tif,0.97,0.01,0.0,0.0,0.0,0.0,0.02,2019
3,11,Landuse_2019.tif,0.99,0.0,0.0,0.0,0.0,0.0,0.01,2019
4,11,Landuse_2019.tif,0.92,0.02,0.0,0.0,0.0,0.0,0.06,2019
2,12,Landuse_2019.tif,0.62,0.16,0.0,0.01,0.0,0.0,0.21,2019
3,12,Landuse_2019.tif,0.65,0.15,0.0,0.0,0.0,0.0,0.2,2019
4,12,Landuse_2019.tif,0.36,0.09,0.0,0.02,0.0,0.01,0.52,2019
2,13,Landuse_2019.tif,0.27,0.23,0.0,0.01,0.0,0.0,0.48,2019
